Index,RTT(ms),Jitter(ms),RTT_Jitter(ms)
13459,6.81531,3.4137,3.00295
13460,5.79831,-1.01701,-4.43071
13461,4.65686,-1.14145,-0.124443
13462,1.01128,-3.64557,-2.50412
13463,0.972581,-0.038704,3.60687
13464,0.815769,-0.156812,-0.118108
13465,0.751362,-0.064407,0.092405
13466,0.600752,-0.15061,-0.086203
13467,0.630586,0.029834,0.180444
13468,0.781677,0.151091,0.121257
13469,0.995285,0.213608,0.062517
13470,0.918249,-0.077036,-0.290644
13471,0.788028,-0.130221,-0.053185
13472,0.728954,-0.059074,0.071147
13473,0.850509,0.121555,0.180629
13474,0.633252,-0.217257,-0.338812
13475,0.771047,0.137795,0.355052
13476,0.982156,0.211109,0.073314
13477,1.08532,0.103165,-0.107944
13478,0.810954,-0.274367,-0.377532
13479,0.761529,-0.049425,0.224942
13480,5.15353,4.39201,4.44143
13481,1.22408,-3.92946,-8.32146
13482,1.15621,-0.06787,3.86159
13483,1.15586,-0.000351,0.067519
13484,1.13127,-0.024592,-0.024241
13485,2.45479,1.32352,1.34811
13486,2.36758,-0.087203,-1.41072
13487,2.5399,0.172313,0.259516
13488,2.52651,-0.013389,-0.185702
13489,2.38382,-0.142683,-0.129294
13490,2.40333,0.0195,0.162183
13491,2.42451,0.021185,0.001685
13492,1.43291,-0.9916,-1.01279
13493,1.31354,-0.119369,0.872231
13494,1.18762,-0.125925,-0.006556
13495,1.13917,-0.048443,0.077482
13496,0.92036,-0.218813,-0.17037
13497,0.911675,-0.008685,0.210128
13498,0.760899,-0.150776,-0.142091
13499,0.890545,0.129646,0.280422
13500,0.839935,-0.05061,-0.180256
13501,0.664789,-0.175146,-0.124536
13502,0.672214,0.007425,0.182571
13503,0.837306,0.165092,0.157667
13504,1.19589,0.358588,0.193496
13505,1.08908,-0.106813,-0.465401
13506,1.17299,0.083906,0.190719
13507,0.992915,-0.180072,-0.263978
13508,0.861212,-0.131703,0.048369
13509,0.677251,-0.183961,-0.052258
13510,1.01499,0.337737,0.521698
13511,0.966174,-0.048814,-0.386551
13512,1.01756,0.051389,0.100203
13513,0.878064,-0.139499,-0.190888
13514,0.863157,-0.014907,0.124592
13515,0.985248,0.122091,0.136998
13516,1.79989,0.814639,0.692548
13517,1.22476,-0.575123,-1.38976
13518,1.18354,-0.041222,0.533901
13519,1.27573,0.092184,0.133406
13520,1.3766,0.100869,0.008685
13521,1.5105,0.133907,0.033038
13522,7.2351,5.7246,5.5907
13523,7.42906,0.19396,-5.53064
13524,7.6534,0.224332,0.030372
13525,1.26212,-6.39128,-6.61561
13526,1.33326,0.071147,6.46243
13527,1.31708,-0.016186,-0.087333
13528,1.25438,-0.062702,-0.046516
13529,1.23899,-0.015389,0.047313
13530,1.4928,0.253812,0.269201
13531,0.967563,-0.525235,-0.779047
13532,1.08295,0.115388,0.640623
13533,0.98123,-0.101721,-0.217109
13534,0.980582,-0.000648,0.101073
13535,0.976915,-0.003667,-0.003019
13536,0.936471,-0.040444,-0.036777
13537,0.789028,-0.147443,-0.106999
13538,0.950915,0.161887,0.30933
13539,0.885435,-0.06548,-0.227367
13540,6.67041,5.78497,5.85045
13541,1.27887,-5.39153,-11.1765
13542,1.17654,-0.102332,5.2892
13543,1.20517,0.028629,0.130961
13544,0.651512,-0.553659,-0.582288
13545,0.439106,-0.212406,0.341253
13546,0.805287,0.366181,0.578587
13547,0.742899,-0.062388,-0.428569
13548,0.633882,-0.109017,-0.046629
13549,0.813305,0.179423,0.28844
13550,0.881897,0.068592,-0.110831
13551,1.18084,0.298942,0.23035
13552,1.23915,0.058313,-0.240629
13553,0.946619,-0.292533,-0.350846
13554,0.821973,-0.124646,0.167887
13555,0.845009,0.023036,0.147682
13556,0.776454,-0.068555,-0.091591
13557,0.601512,-0.174942,-0.106387
13558,0.817194,0.215682,0.390624
13559,1.1379,0.320701,0.105019
13560,0.985674,-0.152221,-0.472922
13561,0.967415,-0.018259,0.133962
13562,0.948805,-0.01861,-0.000351
13563,0.970063,0.021258,0.039868
13564,1.46735,0.497291,0.476033
13565,1.24182,-0.225534,-0.722825
13566,0.943545,-0.298275,-0.072741
13567,0.850823,-0.092722,0.205553
13568,0.692825,-0.157998,-0.065276
13569,0.925156,0.232331,0.390329
13570,6.17128,5.24613,5.0138
13571,0.899712,-5.27157,-10.5177
13572,0.894768,-0.004944,5.26663
13573,0.922416,0.027648,0.032592
13574,1.62883,0.706417,0.678769
13575,1.47209,-0.156738,-0.863155
13576,1.33369,-0.138406,0.018332
13577,1.45417,0.12048,0.258886
13578,1.48598,0.031814,-0.088666
13579,2.14264,0.65666,0.624846
13580,2.23333,0.090684,-0.565976
13581,1.07773,-1.1556,-1.24628
13582,1.10806,0.030334,1.18593
13583,1.14686,0.038795,0.008461
13584,1.14058,-0.006277,-0.045072
13585,0.869731,-0.270849,-0.264572
13586,0.871083,0.001352,0.272201
13587,1.07364,0.202553,0.201201
13588,0.935193,-0.138443,-0.340996
13589,0.804583,-0.13061,0.007833
13590,1.23067,0.426089,0.556699
13591,1.09536,-0.135314,-0.561403
13592,4.6726,3.57724,3.71255
13593,4.75043,0.077833,-3.4994
13594,1.09697,-3.65346,-3.73129
13595,1.20545,0.108481,3.76194
13596,1.09684,-0.10861,-0.217091
13597,1.18017,0.083332,0.191942
13598,1.04701,-0.133165,-0.216497
13599,1.531,0.483994,0.617159
13600,1.29299,-0.238015,-0.722009
13601,1.17119,-0.121795,0.11622
13602,1.29593,0.124739,0.246534
13603,1.0349,-0.261034,-0.385773
13604,1.16536,0.130461,0.391495
13605,1.05077,-0.114591,-0.245052
13606,0.933878,-0.116888,-0.002297
13607,0.955989,0.022111,0.138999
13608,0.892675,-0.063314,-0.085425
13609,0.726214,-0.166461,-0.103147
13610,4.12032,3.39411,3.56057
13611,1.33706,-2.78327,-6.17737
13612,1.84359,0.506532,3.2898
13613,1.76694,-0.076648,-0.58318
13614,1.54009,-0.22685,-0.150202
13615,1.94664,0.406552,0.633402
13616,2.26468,0.318033,-0.088519
13617,1.84639,-0.418291,-0.736324
13618,1.57741,-0.268979,0.149312
13619,1.77315,0.195738,0.464717
13620,1.97613,0.20298,0.007242
13621,2.09511,0.11898,-0.084
13622,2.05257,-0.042537,-0.161517
13623,5.33764,3.28507,3.32761
13624,5.32289,-0.014759,-3.29983
13625,4.51275,-0.810139,-0.79538
13626,1.61315,-2.8996,-2.08946
13627,1.49895,-0.114202,2.7854
13628,1.51758,0.01863,0.132832
13629,1.45256,-0.065018,-0.083648
13630,0.938249,-0.514309,-0.449291
13631,1.3753,0.437051,0.95136
13632,1.84157,0.466272,0.029221
13633,1.796,-0.045574,-0.511846
13634,1.50057,-0.295423,-0.249849
13635,1.56906,0.068482,0.363905
13636,8.35344,6.78439,6.7159
13637,7.36325,-0.990193,-7.77458
13638,1.36497,-5.99828,-5.00809
13639,1.62752,0.262552,6.26084
13640,1.35141,-0.276107,-0.538659
13641,1.01034,-0.34107,-0.064963
13642,0.956582,-0.053759,0.287311
13643,1.52324,0.566661,0.62042
13644,1.4695,-0.053741,-0.620402
13645,1.47711,0.007611,0.061352
13646,1.41728,-0.059832,-0.067443
13647,1.42972,0.012444,0.072276
13648,1.38091,-0.048815,-0.061259
13649,6.92403,5.54312,5.59194
13650,6.61091,-0.313126,-5.85625
13651,1.60148,-5.00943,-4.6963
13652,1.35391,-0.247571,4.76186
13653,1.18402,-0.169887,0.077684
13654,1.11067,-0.073351,0.096536
13655,0.998952,-0.111721,-0.03837
13656,0.936971,-0.061981,0.04974
13657,0.752769,-0.184202,-0.122221
13658,0.704789,-0.04798,0.136222
13659,0.818991,0.114202,0.162182
13660,0.771935,-0.047056,-0.161258
13661,0.785046,0.013111,0.060167
13662,1.05717,0.272127,0.259016
13663,1.00314,-0.054036,-0.326163
13664,0.990581,-0.012556,0.04148
13665,0.891231,-0.09935,-0.086794
13666,0.716214,-0.175017,-0.075667
13667,0.589401,-0.126813,0.048204
13668,1.07304,0.483642,0.610455
13669,7.33371,6.26067,5.77703
13670,7.49208,0.158369,-6.1023
13671,1.15738,-6.33471,-6.49308
13672,1.17473,0.017352,6.35206
13673,1.21508,0.040351,0.022999
13674,1.25413,0.039055,-0.001296
13675,1.25204,-0.002092,-0.041147
13676,1.01245,-0.239591,-0.237499
13677,1.0961,0.083648,0.323239
13678,1.05149,-0.044611,-0.128259
13679,1.17913,0.127646,0.172257
13680,1.07419,-0.104943,-0.232589
13681,1.35574,0.281553,0.386496
13682,1.56746,0.21172,-0.069833
13683,1.64844,0.08098,-0.13074
13684,1.81418,0.165739,0.084759
13685,1.1028,-0.711381,-0.87712
13686,0.998137,-0.104665,0.606716
13687,1.16904,0.170905,0.27557
13688,6.25771,5.08867,4.91776
13689,6.16306,-0.094648,-5.18331
13690,0.977063,-5.186,-5.09135
13691,1.07788,0.100814,5.28681
13692,1.04338,-0.0345,-0.135314
13693,1.07408,0.030704,0.065204
13694,1.09756,0.023481,-0.007223
13695,1.0334,-0.064166,-0.087647
13696,1.52052,0.487124,0.55129
13697,1.69467,0.174146,-0.312978
13698,2.38395,0.689289,0.515143
13699,2.36323,-0.020722,-0.710011
13700,2.51192,0.148683,0.169405
13701,2.51558,0.003667,-0.145016
13702,2.69638,0.180794,0.177127
13703,2.61682,-0.079555,-0.260349
13704,2.54136,-0.075461,0.004094
13705,2.48706,-0.054296,0.021165
13706,1.92535,-0.561716,-0.50742
13707,2.41857,0.493216,1.05493
13708,2.44695,0.028389,-0.464827
13709,2.74914,0.302182,0.273793
13710,2.57369,-0.175443,-0.477625
13711,1.90205,-0.67164,-0.496197
13712,2.46316,0.561105,1.23274
13713,7.03942,4.57626,4.01516
13714,7.25764,0.218219,-4.35804
13715,7.31186,0.054223,-0.163996
13716,2.24564,-5.06622,-5.12044
13717,2.42081,0.175165,5.24139
13718,2.35173,-0.069074,-0.244239
13719,2.07231,-0.279422,-0.210348
13720,1.65285,-0.419459,-0.140037
13721,1.1193,-0.533549,-0.11409
13722,1.26017,0.14087,0.674419
13723,1.50748,0.247311,0.106441
13724,1.99696,0.489476,0.242165
13725,2.50055,0.503587,0.014111
13726,1.65065,-0.849898,-1.35349
13727,2.21305,0.562401,1.4123
13728,1.83353,-0.379514,-0.941915
13729,1.19751,-0.63603,-0.256516
13730,1.27565,0.078147,0.714177
13731,1.55128,0.275627,0.19748
13732,1.2983,-0.252979,-0.528606
13733,0.607068,-0.691232,-0.438253
13734,0.437032,-0.170036,0.521196
13735,0.79851,0.361478,0.531514
13736,0.825824,0.027314,-0.334164
13737,1.2216,0.395773,0.368459
13738,5.45707,4.23547,3.8397
13739,5.01431,-0.442755,-4.67823
13740,1.13673,-3.87759,-3.43483
13741,1.11671,-0.020018,3.85757
13742,1.08775,-0.028963,-0.008945
13743,1.13384,0.046092,0.075055
13744,0.807102,-0.326737,-0.372829
13745,1.85268,1.04558,1.37232
13746,1.65219,-0.200498,-1.24608
13747,1.56482,-0.087369,0.113129
13748,1.53361,-0.031204,0.056165
13749,0.683863,-0.849749,-0.818545
13750,0.944823,0.26096,1.11071
13751,0.837935,-0.106888,-0.367848
13752,1.07423,0.236294,0.343182
13753,0.961637,-0.112592,-0.348886
13754,0.725455,-0.236182,-0.12359
13755,0.94423,0.218775,0.454957
13756,0.912064,-0.032166,-0.250941
13757,0.725492,-0.186572,-0.154406
13758,0.743936,0.018444,0.205016
13759,0.702881,-0.041055,-0.059499
13760,0.954971,0.25209,0.293145
13761,0.875361,-0.07961,-0.3317
13762,5.00976,4.1344,4.21401
13763,1.00673,-4.00303,-8.13743
13764,1.02427,0.017537,4.02057
13765,0.982859,-0.041407,-0.058944
13766,1.04795,0.065092,0.106499
13767,1.01541,-0.032536,-0.097628
13768,0.900601,-0.114814,-0.082278
13769,0.974785,0.074184,0.188998
13770,0.950674,-0.024111,-0.098295
13771,0.734733,-0.215941,-0.19183
13772,1.35476,0.62003,0.835971
13773,1.09476,-0.259998,-0.880028
13774,1.38199,0.28722,0.547218
13775,2.70034,1.31836,1.03114
13776,1.42913,-1.27121,-2.58956
13777,1.30234,-0.126795,1.14441
13778,1.24119,-0.061147,0.065648
13779,1.07076,-0.170425,-0.109278
13780,0.949193,-0.121572,0.048853
13781,1.0339,0.084703,0.206275
13782,0.941841,-0.092055,-0.176758
13783,7.04738,6.10554,6.1976
13784,1.54111,-5.50627,-11.6118
13785,2.053,0.511883,6.01816
13786,2.00839,-0.04461,-0.556493
13787,2.39901,0.390625,0.435235
13788,2.37479,-0.024222,-0.414847
13789,2.85395,0.479161,0.503383
13790,2.69952,-0.154424,-0.633585
13791,4.08512,1.3856,1.54002
13792,4.13732,0.052203,-1.33339
13793,2.70336,-1.43396,-1.48617
13794,2.64336,-0.06,1.37396
13795,2.46258,-0.180776,-0.120776
13796,2.24825,-0.21433,-0.033554
13797,2.11322,-0.135036,0.079294
13798,2.39725,0.284034,0.41907
13799,2.82008,0.422828,0.138794
13800,3.06789,0.247812,-0.175016
13801,2.7584,-0.309496,-0.557308
13802,2.4344,-0.323997,-0.014501
13803,1.96792,-0.466476,-0.142479
13804,2.75401,0.786084,1.25256
13805,2.42077,-0.333237,-1.11932
13806,3.09106,0.670289,1.00353
13807,8.98853,5.89747,5.22718
13808,8.61435,-0.374182,-6.27165
13809,8.03648,-0.577863,-0.203681
13810,2.42081,-5.61568,-5.03781
13811,1.80183,-0.618974,4.9967
13812,2.44094,0.639103,1.25808
13813,1.74241,-0.698529,-1.33763
13814,1.14582,-0.596586,0.101943
13815,0.957138,-0.188682,0.407904
13816,0.959063,0.001925,0.190607
13817,0.843768,-0.115295,-0.11722
13818,0.817287,-0.026481,0.088814
13819,0.774084,-0.043203,-0.016722
13820,2.19949,1.42541,1.46861
13821,2.32759,0.128091,-1.29732
13822,2.31427,-0.013315,-0.141406
13823,2.28694,-0.027333,-0.014018
13824,1.85244,-0.434495,-0.407162
13825,0.857009,-0.995433,-0.560938
13826,0.91236,0.055351,1.05078
13827,0.819342,-0.093018,-0.148369
13828,0.756399,-0.062943,0.030075
13829,0.605919,-0.15048,-0.087537
13830,0.771565,0.165646,0.316126
13831,0.774528,0.002963,-0.162683
13832,2.52997,1.75544,1.75248
13833,1.14225,-1.38773,-3.14317
13834,1.1406,-0.001648,1.38608
13835,0.832546,-0.308052,-0.306404
13836,0.938933,0.106387,0.414439
13837,0.781325,-0.157608,-0.263995
13838,1.06184,0.280515,0.438123
13839,1.14925,0.087406,-0.193109
13840,1.0544,-0.09485,-0.182256
13841,1.67305,0.618659,0.713509
13842,0.879768,-0.793287,-1.41195
13843,0.922971,0.043203,0.83649
13844,1.03138,0.108407,0.065204
13845,1.03538,0.003999,-0.104408
13846,1.31504,0.279664,0.275665
13847,1.44391,0.128869,-0.150795
13848,1.75222,0.308311,0.179442
13849,1.08419,-0.66803,-0.976341
13850,0.998897,-0.085294,0.582736
13851,0.936841,-0.062056,0.023238
13852,0.642363,-0.294478,-0.232422
13853,0.746899,0.104536,0.399014
13854,0.776454,0.029555,-0.074981
13855,0.977655,0.201201,0.171646
13856,0.865064,-0.112591,-0.313792
13857,0.626511,-0.238553,-0.125962
13858,0.622474,-0.004037,0.234516
13859,0.630012,0.007538,0.011575
13860,0.772677,0.142665,0.135127
13861,0.793658,0.020981,-0.121684
13862,0.891694,0.098036,0.077055
13863,0.785899,-0.105795,-0.203831
13864,0.610641,-0.175258,-0.069463
13865,6.10967,5.49903,5.67429
13866,0.851249,-5.25842,-10.7575
13867,0.78125,-0.069999,5.18842
13868,0.616252,-0.164998,-0.094999
13869,0.588567,-0.027685,0.137313
13870,0.608178,0.019611,0.047296
13871,0.894157,0.285979,0.266368
13872,1.06801,0.17385,-0.112129
13873,1.02764,-0.040371,-0.214221
13874,1.32125,0.293609,0.33398
13875,1.36243,0.041184,-0.252425
13876,1.04786,-0.314571,-0.355755
13877,0.975211,-0.072647,0.241924
13878,1.0179,0.042685,0.115332
13879,0.850139,-0.167757,-0.210442
13880,0.78325,-0.066889,0.100868
13881,1.07538,0.292127,0.359016
13882,0.967618,-0.107759,-0.399886
13883,0.772251,-0.195367,-0.087608
13884,0.975007,0.202756,0.398123
13885,0.914286,-0.060721,-0.263477
13886,0.794991,-0.119295,-0.058574
13887,0.975396,0.180405,0.2997
13888,0.882712,-0.092684,-0.273089
13889,4.46701,3.58429,3.67698
13890,4.63943,0.172424,-3.41187
13891,1.06838,-3.57105,-3.74348
13892,1.15445,0.086073,3.65712
13893,2.57481,1.42036,1.33428
13894,2.76266,0.18785,-1.2325
13895,2.98728,0.224626,0.036776
13896,0.836287,-2.15099,-2.37562
13897,1.22589,0.389607,2.5406
13898,1.27387,0.04798,-0.341627
13899,1.28763,0.01376,-0.03422
13900,0.942841,-0.344793,-0.358553
13901,0.986692,0.043851,0.388644
13902,0.831176,-0.155516,-0.199367
13903,0.76901,-0.062166,0.09335
13904,0.773658,0.004648,0.066814
13905,1.10795,0.334293,0.329645
13906,1.18754,0.079591,-0.254702
13907,0.823972,-0.36357,-0.443161
13908,1.00442,0.180443,0.544013
13909,1.00712,0.002703,-0.17774
13910,0.86912,-0.137998,-0.140701
13911,0.807639,-0.061481,0.076517
13912,0.598882,-0.208757,-0.147276
13913,0.628715,0.029833,0.23859
13914,0.790565,0.16185,0.132017
13915,1.14901,0.35844,0.19659
13916,1.20975,0.060741,-0.297699
13917,0.915545,-0.294201,-0.354942
13918,0.791417,-0.124128,0.170073
13919,0.857879,0.066462,0.19059
13920,0.77338,-0.084499,-0.150961
13921,0.775584,0.002204,0.086703
13922,0.774991,-0.000593,-0.002797
13923,1.08284,0.307848,0.308441
13924,1.21682,0.133981,-0.173867
13925,0.850454,-0.366366,-0.500347
13926,0.763233,-0.087221,0.279145
13927,1.45861,0.69538,0.782601
13928,1.23315,-0.22546,-0.92084
13929,1.06641,-0.166739,0.058721
13930,1.52152,0.455105,0.621844
13931,6.34502,4.8235,4.3684
13932,1.30054,-5.04448,-9.86798
13933,2.1032,0.802658,5.84714
13934,1.0421,-1.0611,-1.86376
13935,0.856972,-0.185127,0.875973
13936,0.942507,0.085535,0.270662
13937,0.957804,0.015297,-0.070238
13938,0.963563,0.005759,-0.009538
13939,0.793917,-0.169646,-0.175405
13940,0.861027,0.06711,0.236756
13941,1.0554,0.194369,0.127259
13942,1.18445,0.129054,-0.065315
13943,1.32297,0.138517,0.009463
13944,1.07778,-0.245183,-0.3837
13945,0.823194,-0.25459,-0.009407
13946,1.33754,0.514346,0.768936
13947,1.19513,-0.142406,-0.656752
13948,1.16154,-0.033592,0.108814
13949,1.30476,0.143222,0.176814
13950,1.34697,0.042203,-0.101019
13951,1.47833,0.131368,0.089165
13952,1.50554,0.027203,-0.104165
13953,1.52256,0.017019,-0.010184
13954,1.71163,0.189072,0.172053
13955,1.30632,-0.405311,-0.594383
13956,1.4622,0.155887,0.561198
13957,1.48519,0.022982,-0.132905
13958,1.07038,-0.41481,-0.437792
13959,1.15549,0.08511,0.49992
13960,1.08325,-0.07224,-0.15735
13961,1.11067,0.027426,0.099666
13962,0.679714,-0.430959,-0.458385
13963,1.02934,0.349626,0.780585
13964,1.27839,0.249053,-0.100573
13965,1.11427,-0.164128,-0.413181
13966,1.2271,0.112832,0.27696
13967,0.946156,-0.280941,-0.393773
13968,1.10477,0.15861,0.439551
13969,1.25969,0.154923,-0.003687
13970,1.19071,-0.068981,-0.223904
13971,0.946119,-0.244589,-0.175608
13972,1.46608,0.519957,0.764546
13973,0.964545,-0.501531,-1.02149
13974,1.13495,0.170405,0.671936
13975,0.931804,-0.203146,-0.373551
13976,0.860028,-0.071776,0.13137
13977,0.99947,0.139442,0.211218
13978,0.9901,-0.00937,-0.148812
13979,1.07588,0.085776,0.095146
13980,0.994581,-0.081295,-0.167071
13981,0.935675,-0.058906,0.022389
13982,1.20919,0.273515,0.332421
13983,1.29169,0.082499,-0.191016
13984,1.20541,-0.086277,-0.168776
13985,1.38426,0.17885,0.265127
13986,1.01095,-0.37331,-0.55216
13987,1.15499,0.144035,0.517345
13988,1.13332,-0.021666,-0.165701
13989,1.19041,0.057092,0.078758
13990,0.896953,-0.29346,-0.350552
13991,0.88199,-0.014963,0.278497
13992,6.01434,5.13235,5.14731
13993,0.9801,-5.03424,-10.1666
13994,1.2626,0.282497,5.31674
13995,0.650196,-0.612401,-0.894898
13996,1.54796,0.897768,1.51017
13997,1.52839,-0.019573,-0.917341
13998,1.45995,-0.068444,-0.048871
13999,1.07086,-0.389089,-0.320645
14000,0.899157,-0.171701,0.217388
14001,0.626826,-0.272331,-0.10063
14002,1.04745,0.420626,0.692957
14003,0.9901,-0.057352,-0.477978
14004,0.89736,-0.09274,-0.035388
14005,0.896916,-0.000444,0.092296
14006,0.861342,-0.035574,-0.03513
14007,0.859083,-0.002259,0.033315
14008,0.659603,-0.19948,-0.197221
14009,0.837565,0.177962,0.377442
14010,0.90749,0.069925,-0.108037
14011,1.23486,0.327367,0.257442
14012,1.13902,-0.095833,-0.4232
14013,6.44882,5.30979,5.40562
14014,6.53154,0.082721,-5.22707
14015,1.10251,-5.42903,-5.51175
14016,1.18169,0.079185,5.50822
14017,1.16578,-0.015908,-0.095093
14018,1.1846,0.018814,0.034722
14019,0.99897,-0.185627,-0.204441
14020,1.06803,0.069055,0.254682
14021,0.979415,-0.08861,-0.157665
14022,0.938508,-0.040907,0.047703
14023,1.07604,0.137535,0.178442
14024,1.01082,-0.065221,-0.202756
14025,1.16606,0.155239,0.22046
14026,1.0303,-0.135757,-0.290996
14027,1.07675,0.046443,0.1822
14028,1.05143,-0.025314,-0.071757
14029,0.667271,-0.384162,-0.358848
14030,1.73265,1.06538,1.44954
14031,1.45502,-0.277626,-1.343
14032,1.12486,-0.330163,-0.052537
14033,1.30211,0.177257,0.50742
14034,0.962989,-0.339126,-0.516383
14035,1.07784,0.11485,0.453976
14036,1.06002,-0.017814,-0.132664
14037,0.976155,-0.08387,-0.066056
14038,1.1204,0.14424,0.22811
14039,1.17552,0.055129,-0.089111
14040,1.3878,0.212275,0.157146
14041,7.31555,5.92775,5.71547
14042,6.46796,-0.847583,-6.77533
14043,2.85241,-3.61555,-2.76797
14044,2.73158,-0.120833,3.49472
14045,2.61693,-0.114647,0.006186
14046,25.1337,22.5168,22.6314
14047,24.7249,-0.408773,-22.9255
14048,23.9297,-0.795232,-0.386459
14049,1.70031,-22.2294,-21.4341
14050,2.14579,0.445476,22.6749
14051,2.32012,0.174332,-0.271144
14052,2.16146,-0.158665,-0.332997
14053,2.12742,-0.034036,0.124629
14054,2.70962,0.582197,0.616233
14055,3.16382,0.454198,-0.127999
14056,2.85852,-0.305292,-0.75949
14057,2.97869,0.120165,0.425457
14058,2.80293,-0.175758,-0.295923
14059,3.10076,0.297831,0.473589
14060,3.52568,0.424921,0.12709
14061,3.48668,-0.039,-0.463921
14062,3.28915,-0.197535,-0.158535
14063,2.40612,-0.883027,-0.685492
14064,2.61719,0.211072,1.0941
14065,2.90541,0.288219,0.077147
14066,5.69107,2.78565,2.49743
14067,5.3124,-0.378661,-3.16431
14068,2.50531,-2.8071,-2.42844
14069,2.71362,0.208312,3.01541
14070,2.85297,0.13935,-0.068962
14071,2.65338,-0.199591,-0.338941
14072,2.39534,-0.258034,-0.058443
14073,2.08812,-0.307218,-0.049184
14074,2.18912,0.100999,0.408217
14075,2.55821,0.369088,0.268089
14076,2.93187,0.373663,0.004575
14077,3.20067,0.268793,-0.10487
14078,3.34157,0.140905,-0.127888
14079,3.56613,0.224554,0.083649
14080,7.74534,4.17921,3.95466
14081,7.96687,0.221535,-3.95768
14082,3.66244,-4.30443,-4.52597
14083,3.87649,0.214053,4.51849
14084,3.15352,-0.722974,-0.937027
14085,2.90912,-0.244404,0.47857
14086,2.7603,-0.148813,0.095591
14087,2.87888,0.118573,0.267386
14088,2.66206,-0.216813,-0.335386
14089,2.72682,0.064758,0.281571
14090,2.69756,-0.029259,-0.094017
14091,2.71871,0.021148,0.050407
14092,2.64556,-0.073147,-0.094295
14093,2.74306,0.097499,0.170646
14094,2.60071,-0.142351,-0.23985
14095,8.37246,5.77175,5.9141
14096,8.82199,0.449533,-5.32222
14097,8.7634,-0.058592,-0.508125
14098,2.43318,-6.33022,-6.27163
14099,6.58037,4.14719,10.4774
14100,7.0902,0.509827,-3.63737
14101,3.15309,-3.9371,-4.44693
14102,2.58656,-0.566531,3.37057
14103,2.16694,-0.419624,0.146907
14104,1.48795,-0.678992,-0.259368
14105,1.3841,-0.103851,0.575141
14106,1.64552,0.261423,0.365274
14107,1.83081,0.185294,-0.076129
14108,3.28959,1.45878,1.27349
14109,3.99101,0.701418,-0.757362
14110,3.44691,-0.544105,-1.24552
14111,7.14694,3.70003,4.24414
14112,3.92049,-3.22644,-6.92648
14113,2.32783,-1.59267,1.63378
14114,1.75376,-0.574068,1.0186
14115,1.66581,-0.087944,0.486124
14116,1.38778,-0.278033,-0.190089
14117,1.23019,-0.157592,0.120441
14118,0.59966,-0.630529,-0.472937
14119,1.16391,0.564253,1.19478
14120,1.47998,0.316071,-0.248182
14121,6.83976,5.35977,5.0437
14122,1.71613,-5.12363,-10.4834
14123,1.73644,0.020315,5.14394
14124,2.0782,0.341755,0.32144
14125,1.95661,-0.121591,-0.463346
14126,1.76722,-0.189387,-0.067796
14127,1.4188,-0.348422,-0.159035
14128,1.53841,0.11961,0.468032
14129,1.69572,0.157312,0.037702
14130,1.46513,-0.230589,-0.387901
14131,1.33734,-0.127795,0.102794
14132,1.69822,0.360885,0.48868
14133,1.77896,0.080739,-0.280146
14134,2.41764,0.638678,0.557939
14135,1.89335,-0.524289,-1.16297
14136,1.71335,-0.179999,0.34429
14137,4.21499,2.50164,2.68164
14138,1.69154,-2.52345,-5.02509
14139,1.50391,-0.187627,2.33583
14140,1.77981,0.275905,0.463532
14141,1.60482,-0.174999,-0.450904
14142,1.33786,-0.26696,-0.091961
14143,1.58848,0.250627,0.517587
14144,1.54552,-0.042962,-0.293589
14145,7.58084,6.03532,6.07828
14146,1.65156,-5.92929,-11.9646
14147,1.68135,0.029797,5.95908
14148,1.61265,-0.068703,-0.0985
14149,1.72868,0.116035,0.184738
14150,1.66593,-0.062758,-0.178793
14151,1.89342,0.227497,0.290255
14152,2.10257,0.209146,-0.018351
14153,1.83087,-0.271701,-0.480847
14154,1.60108,-0.229793,0.041908
14155,1.70704,0.105961,0.335754
14156,1.78487,0.077832,-0.028129
14157,1.52258,-0.262292,-0.340124
14158,1.58337,0.060795,0.323087
14159,2.39994,0.816565,0.75577
14160,1.87515,-0.524791,-1.34136
14161,2.05255,0.177406,0.702197
14162,2.16111,0.108554,-0.068852
14163,1.49365,-0.667455,-0.776009
14164,3.02632,1.53267,2.20012
14165,1.68876,-1.33756,-2.87023
14166,1.63907,-0.049685,1.28787
14167,1.6335,-0.005574,0.044111
14168,1.8719,0.238405,0.243979
14169,1.84322,-0.028685,-0.26709
14170,1.70396,-0.139258,-0.110573
14171,4.25684,2.55288,2.69214
14172,4.36464,0.107795,-2.44508
14173,1.63528,-2.72936,-2.83715
14174,1.444,-0.191275,2.53808
14175,1.34795,-0.096054,0.095221
14176,1.4493,0.10135,0.197404
14177,1.60428,0.15498,0.05363
14178,1.71374,0.109462,-0.045518
14179,1.8879,0.174164,0.064702
14180,1.32173,-0.566178,-0.740342
14181,1.2323,-0.089425,0.476753
14182,1.20963,-0.022667,0.066758
14183,1.27397,0.064333,0.087
14184,1.70206,0.428088,0.363755
14185,8.56796,6.8659,6.43782
14186,2.81912,-5.74884,-12.6147
14187,2.17061,-0.648511,5.10033
14188,1.80516,-0.36544,0.283071
14189,1.76576,-0.039407,0.326033
14190,1.74842,-0.017334,0.022073
14191,1.77944,0.031019,0.048353
14192,1.49682,-0.282627,-0.313646
